name, m_source_file, m_ep_file, m_lep_file, m_ep_time, m_lep_time, m_eig_time, m_total_time, g_avg_node_degree, g_diameter, g_order, g_size, g_directed, g_radius, g_average_path_length,  g_density, g_connected_components, g_assortativity, g_clustering_coefficient, ep_percent_nt_vertices, ep_percent_nt_elements, ep_num_elements, ep_size_max, ep_size_min, ep_size_avg, ep_size_variance, ep_size_std_dev, ep_size_median, ep_size_mode, ep_size_range, ep_size_iqr, ep_size_skewness, ep_size_kurtosis, lep_percent_vnt_leps, lep_percent_ent_leps, lep_percent_ent_vertices, lep_num_leps, lep_size_max, lep_size_min, lep_size_avg, lep_size_variance, lep_size_std_dev, lep_size_median, lep_size_mode, lep_size_range, lep_size_iqr, lep_size_skewness, lep_size_kurtosis
facebook_combined,Data/facebook_combined.txt,ep_data.pkl,lep_data.pkl,0.24470996856689453,0.05644631385803223,6.904320955276489,7.205477237701416,0,0,0,88234,False,0,0,0,0,0,0,0.15845506313443922,0.023836875358989085,3482,78,1,1.1599655370476738,5.373894082672156,2.3181661033394816,1.0,1,77,0.0,22.642607683763888,592.8560963956257,0.01019219569015725,0.0029120559114735,0.14483783114632334,3434,12,1,1.0139778683750729,0.10988033264938753,0.33148202462484677,1.0,1,11,0.0,27.168432866061345,775.1656879386496
bio-celegans-dir,Data/bio-celegans-dir/bio-celegans-dir.edges,ep_data.pkl,lep_data.pkl,0.00736689567565918,0.0022950172424316406,0.009824037551879883,0.019485950469970703,0,0,0,2040,False,0,0,0,0,0,0,0.46357615894039733,0.07954545454545454,264,73,1,1.7159090909090908,30.657928719008243,5.5369602417760095,1.0,1,72,0.0,11.126433665469508,128.98274614329438,0.03571428571428571,0.011904761904761904,0.4326710816777042,252,10,1,1.0476190476190477,0.33900226757369617,0.5822390124113088,1.0,1,9,0.0,14.591293507666492,219.32348631447064
